climate_tweets.id,climate_tweets.tweet_id,climate_tweets.prof,climate_tweets.text,climate_tweets.lang,climate_tweets.place,climate_tweets.datetime,climate_tweets.rnd,climate_tweets.lang_N,climate_tweets.place_N,climate_tweets.select,climate_tweets.required_views,climate_tweets.number_views,tweet_classifications.id,tweet_classifications.user_id,tweet_classifications.tweet_id,tweet_classifications.tweet_text,tweet_classifications.insert_time,tweet_classifications.attitude,tweet_classifications.phenomenon_drivers,tweet_classifications.phenomenon_science,tweet_classifications.phenomenon_denial,tweet_classifications.impacts_extreme,tweet_classifications.impacts_weather,tweet_classifications.impacts_environment,tweet_classifications.impacts_society,tweet_classifications.adaptation_politics,tweet_classifications.adaptation_ethics,tweet_classifications.unknown
7715,339744182572818000,0,"Had a dream that the mechanic said my car was overheating because of global warming. Don\'t worry, I\'m fixin\' it, guys. You\'re welcome.",en,US,41423.5861111111,0.111094289957697,6914,4324,0,3,0,7715,100685,36942,,42238.981875,1,0,0,0,0,1,0,0,0,0,0
2062,-1698508410,0,I m at Department of Environment and Climate Change http://t.co/lkjAwXUT,en,AU,41089.2131944444,0.0203789113450573,1260,61,0,3,0,2062,352,49593,,42165.8453472222,-1,0,0,1,0,0,0,0,0,0,0
2250,-1063035396,0,@sullydish no doubt republicans will use this as a valid argument to prevent new global warming laws from being passed.,en,US,40985.0875,0.0233758766207587,1448,900,0,3,0,2250,251,11337,,42166.004212963,1,0,0,0,0,1,0,0,0,0,0
8679,-246978972,0,Carbon project sows seeds for climate change fight http://t.co/ypBtcpBm @abcnews,en,AU,41261.8722222222,0.126708837496189,7878,388,0,3,0,8679,102005,17363,,42256.0411921296,0,0,0,0,0,0,0,0,1,0,1
7732,418656893133807000,0,@FoxNews just leave em there. They deserve it for spreading global warming lies.,en,US,41641.34375,0.111287832758981,6931,4331,0,3,0,7732,84968,40993,,42239.5195949074,1,0,0,0,0,0,0,1,0,0,1
3378,-752405927,0,"BELIEVE IN GLOBAL WARMING? Santa Claus? All people being basically good, perhaps??? http://t.co/yGomTmfy",en,US,41308.4333333333,0.0415937875426098,2576,1621,0,3,0,3378,352,46100,,42173.8367361111,1,0,0,0,0,0,0,0,0,0,1
19827,762750721,0,@TCB17 *climate change. global warming is a myth,en,CA,41347.9930555556,0.310756601445675,19026,1199,0,3,0,19827,84968,15054,,42284.4639930556,-1,0,0,1,0,0,0,1,0,1,0
13519,387109621837869000,0,Climate change threat to jobs can\'t be wished away   Alexander Whitehttp://t.co/qTpXwS4A33,en,GB,41554.2902777778,0.206605107764697,12718,1762,0,3,0,13519,84968,43542,,42272.5175231481,1,0,0,0,0,0,0,1,0,1,1
6616,360435074421899000,0,Serena farts and she wonders what is the cause of global warming,en,US,41480.6826388889,0.0937606186420925,5814,3639,0,3,0,6616,84968,24075,,42215.2021296296,2,0,0,0,0,0,1,0,0,0,0
3671,393359495377997000,0,Really feeling the effects of global warming outside this morning,en,US,41571.5368055556,0.0463798407129561,2869,1797,0,3,0,3671,352,32168,,42175.296400463,1,0,0,0,0,0,0,0,0,1,0
19859,565379653,0,â€œ@TIME: We re in the year winter forgot. So let s talk about climate change  http://t.co/HQl1lSDsâ€. Save the #earth!!,en,US,40919.4798611111,0.311266664229897,19058,11988,0,3,0,19859,84968,49329,,42284.5931944444,1,0,0,0,0,0,0,1,0,1,1
4052,397808723466649000,0,Why are you naked? Global warming.,en,US,41583.8138888889,0.0525407166894297,3250,2026,0,3,0,4052,96,5370,,42178.7983217593,0,0,0,0,0,0,0,1,0,0,1
2335,394681694915411000,0,No I don\'t feel like reading about global warming,en,US,41575.1854166667,0.0245002656075649,1533,953,0,3,0,2335,352,13009,,42166.3177314815,2,0,0,0,0,0,0,0,0,0,1
5433,333353172590534000,0,Peer reviewed article finds most scientists skeptical of Global Warming criseshttp://t.co/h5nqvOpLR2#tcot #tlot #tpp #p2 #p21,en,US,41405.9506944444,0.075689292109834,4631,2893,0,3,0,5433,84968,69338,,42197.6795601852,1,0,0,0,0,1,0,1,0,0,0
10545,400836351651639000,0,Mentions Estevan Point @Josie_Osborne â€œ@AlberniWeather: Climate Change in Port Alberni - Snow? What Snow? http://t.co/6LXGJ1sJpbâ€,en,CA,41592.16875,0.15727726178121,9744,610,0,3,0,10545,102005,50694,,42266.0363194444,1,0,0,0,0,1,0,0,0,0,1
331,348260686545182000,0,Dang! Al Gore was correct about Global Warming! I hate to have to admit this..... http://t.co/fxHiNZ3mej,en,US,41447.0875,0.00560150746272825,331,222,1,3,0,331,90059,42512,,42150.6207060185,-1,0,0,1,0,0,0,0,0,0,0
8396,407939302555799000,0,"I know climate change is a bad thing, but balmy December days in Kansas City feel so good. #KansasCity #doyourlaundry",en,US,41611.7694444444,0.121627390496917,7595,4763,0,3,0,8396,84968,31929,,42254.5070138889,1,0,0,0,0,1,0,0,1,0,0
10295,410972318538539000,0,PAâ€™s new environmental chief said he was unaware that there are â€œadverse impactsâ€ of climate change http://t.co/BM1yUKHTva,en,IN,41620.1388888889,0.152960327986084,9494,123,0,3,0,10295,94,1098,,42264.5293402778,1,0,0,0,0,0,0,1,0,0,1
10852,-105079263,0,EPA to issue climate change plan Friday - The Hill s RegWatch http://t.co/n5TUJTf0,en,US,41312.8104166667,0.162367672034607,10051,6288,0,3,0,10852,102005,22637,,42266.2300115741,0,0,0,0,0,0,1,0,0,0,1
10037,411619074977058000,0,Quick nap before going to the fundraiser for climate change walk tonight (@ Coppock\'s Casa) http://t.co/tzyzSBT1tx,en,US,41621.9236111111,0.148593900860929,9236,5789,0,3,0,10037,102005,24830,,42263.3864930556,0,0,0,0,0,0,0,0,0,0,1
16367,-1656220854,0,It s so wired.Temperature fell from 24C to 0C in just a day.From Global warming to Global cooling :P,en,US,40994.5097222222,0.253614683480229,15566,9766,0,3,0,16367,102005,13993,,42276.9175347222,1,0,0,0,0,0,0,0,1,0,0
14909,1709994695,0,@bfolson18 Except they don t. There is significant debate over how climate change will actually play out. Take gulf stream collapse for ex.,en,US,41177.5972222222,0.22961989620978,14108,8868,0,3,0,14909,84968,22064,,42275.3024652778,1,0,0,0,0,0,0,1,0,1,1
3506,-894363939,0,Global warming a hoax? http://t.co/FcGEfDqH,en,US,41098.8173611111,0.0436804528470818,2704,1700,0,3,0,3506,352,16006,,42174.7770833333,0,0,0,0,0,0,0,0,0,0,1
6506,353372988357357000,0,Climate change and weather http://t.co/t8hMG7Lf81 #isfcommcrew,en,US,41461.1951388889,0.0920225096850713,5704,3568,0,3,0,6506,84968,24922,,42213.5200231482,1,0,0,0,0,0,0,1,1,0,0
11094,-1318424507,0,"Global warming causes more extreme shifts of the Southern Hemisphere s largest rain band, study suggests: http://t.co/aFXxbj5g",en,US,41138.5666666667,0.16689145003141,10293,6444,0,3,0,11094,102005,16233,,42266.2969675926,0,0,0,0,0,0,0,0,0,0,1
10701,620321567,0,@misalshujjat Karachi might be the only place global warming will make more pleasant.,en,US,41366.6791666667,0.159715804029333,9900,6194,0,3,0,10701,102005,14967,,42266.0660416667,0,0,0,0,0,0,0,0,0,0,1
665,-1128382127,0,Water scarcity now bigger threat than financial crisis Climate Change Environment The Independent http://t.co/KqnqWP7Q via @Independent,en,GB,41053.8875,0.0109307929629841,665,92,1,3,0,665,352,56133,,42157.114525463,2,0,1,0,0,0,0,0,0,0,0
8245,658837344,0,Pace of Change Quickens as Climate Warms http://t.co/KJmIOvfSRl @NOAA,en,US,41387.6868055556,0.119287969186385,7444,4677,0,3,0,8245,84968,8997,,42252.1962615741,-1,0,0,0,0,0,0,1,0,0,1
4612,423671146135814000,0,43 degrees in my driveway in Canberra today. Must be a Canberra record. Only recoded 40 before. Abbott what is that about climate change?,en,AU,41655.1805555556,0.0614660321361586,3810,194,0,3,0,4612,96,28672,,42187.9952893518,0,0,0,0,0,0,0,0,0,0,1
19010,408361863576322000,0,Bummer news @CleanAirMoms: Reading: Global climate change can make fish consumption more dangerous http://t.co/TabyWNALUA #Climateâ€,en,BR,41612.9354166667,0.297796585567135,18209,732,0,3,0,19010,102005,40215,,42282.0525231482,0,0,0,0,0,0,1,0,0,0,0
17307,382258820950396000,0,"@mpkotabelud @syedhamidalbar Cleaner air, tackling climate change would save millions lives http://t.co/FxvyuHlDfA",en,MY,41540.9041666667,0.269586442534864,16506,280,0,3,0,17307,84968,41852,,42278.1909606481,1,0,0,0,0,1,0,1,0,0,1
8702,389595753976311000,0,http://t.co/x7RMWP2dwCWe\'re a coastal society. This should surprise no-one.,en,AU,41561.1506944444,0.126954659573714,7901,390,0,3,0,8702,102005,53969,,42256.0463657407,1,0,1,0,0,1,0,0,0,0,0
14160,1953774722,0,@somesarah what s a climate and why do I have to change it?,en,US,41103.0694444444,0.217360426075179,13359,8399,0,3,0,14160,102005,57308,,42273.9621412037,1,0,0,0,0,0,0,0,0,0,1
14436,339508364486782000,0,"97% of peer reviewed scientific papers on the topic agree that global warming is real, caused by humans, and needs urgent attention.",en,US,41422.9354166667,0.222028598765887,13635,8567,0,3,0,14436,102005,34724,,42274.8166550926,1,0,0,0,0,0,0,0,0,0,1
11220,334107649157234000,0,We must start conserving our resources. Global warming is real we must all work together to find a solution. NOW!!! http://t.co/PVFDfE7NwD,en,US,41408.0326388889,0.168779083823719,10419,6514,0,3,0,11220,103610,17958,,42266.9036111111,0,0,1,0,0,0,0,0,0,0,0
16673,-1778276105,0,12:30 EST/17:30 UK/18:30 CET Live @IFPRI webcast starts now! Sustainable #FoodSecurity #Climate Change http://t.co/4d91OQoh #rio4ag,en,US,41060.6611111111,0.258743177972636,15872,9953,0,3,0,16673,84968,32893,,42277.3730555556,1,0,0,0,0,1,0,1,0,0,1
12383,329911645797220000,0,UK weather site: Smell Of Sizzling Sausages To Return Meanwhile new report says obesity contributes to global warming.How bout dry veggies?,en,US,41396.4541666667,0.187728329973588,11582,7242,0,3,0,12383,102005,17935,,42271.3196412037,0,0,0,0,0,0,0,0,1,0,0
6911,-1599709966,0,"Also, global warming. #thatisall",en,US,41247.90625,0.098237913045624,6110,3826,0,3,1,6911,98618,57476,,42215.7005902778,-1,0,0,0,0,0,0,0,0,0,0
15582,398060942576996000,0,Global warming is a myth #ParkaWeather,en,US,41584.5097222222,0.240972455427145,14781,9273,0,3,0,15582,84968,5172,,42276.2318518519,1,0,0,0,0,0,1,1,0,0,1
964,367027304603463000,0,â€œ@algore: Important article on why the @WorldBank has chosen to make the climate crisis a priority: http://t.co/PeBDcM8Xmxâ€,en,US,41498.8736111111,0.0156088267002607,964,609,1,3,0,964,962,32579,,42159.7021296296,-1,0,0,1,0,0,0,0,0,0,1
16540,-439436385,0,Global Warming Leader: I Was Alarmist http://t.co/DWuYqmBy via @sharethis,en,US,41024.4833333333,0.25632869140012,15739,9871,0,3,0,16540,84968,26756,,42277.2763888889,1,0,0,0,0,0,0,1,0,1,1
8498,1062439007,0,@Greenpeace:â€œClimate deniers who pretend that there is no convincing evidence for global warming need a reality checkâ€ http://t.co/JnNQW9h7,en,ID,41138.5201388889,0.123628497506201,7697,356,0,3,0,8498,102005,50123,,42254.9375694444,0,0,0,0,0,0,0,0,0,0,1
3407,353645565889875000,0,Make that the 4th day in a row with rain here in Utah. Climate change?,en,US,41461.9472222222,0.0418789203778277,2605,1641,0,3,1,3407,962,41042,,42173.9066203704,0,1,0,0,0,0,0,0,0,0,0
10597,926848685,0,@ebertchicago: Terrifying news about climate change. Corporations profit by tossing us on the barbeque. http://t.co/1Yif1aOS,en,US,41236.8159722222,0.158072140784509,9796,6141,0,3,0,10597,102005,44726,,42266.0448726852,-1,0,0,1,0,0,0,0,0,0,1
12722,422346080957648000,0,I find it amusing (and just a bit sad) that so many climate change deniers have hotted up cars for their Twitter avatars.,en,AU,41651.5243055556,0.19321409968536,11921,605,0,3,0,12722,84968,26125,,42271.4031134259,1,0,1,0,0,0,0,1,0,0,1
14307,-717572127,1,"Fuck global warming, this the ice age bitch",en,US,40943.70625,0.219871947433021,13506,8493,0,3,0,14307,84968,44321,,42274.4068981481,1,0,0,0,0,1,0,1,0,0,1
9981,-417516635,0,"@rhiannononon FTFY: Clearly disproves climate change. Or not, maybe.",en,US,40949.2548611111,0.14775535437722,9180,5754,0,3,0,9981,102005,9709,,42263.1541087963,1,0,0,0,0,1,0,0,0,0,1
14228,419197247482392000,0,"It does to Fox News in case you forgot------&gt; In Case You Forgot, Cold Weather Doesn\'t Disprove Global Warming - http://t.co/TSojm4ZYe4",en,US,41642.8354166667,0.218519958934655,13427,8441,0,3,0,14228,84968,21008,,42274.3478356482,1,0,0,0,0,0,0,1,0,1,1
227,1113023457,0,global warming--will the Amazon kindle this week?â€œ@HuffingtonPost: Will Amazon announce a new Kindle this week? http://t.co/JKZG9owFâ€,en,US,41158.1236111111,0.00373327834791681,227,148,1,3,0,227,29,1727,,42149.3484490741,0,0,0,0,0,0,0,0,0,0,1
6395,336714904096608000,0,* pray for those who won\'t confront climate change because these super tornadoes are the norm now #PrayforOklahoma,en,US,41415.2270833333,0.0901493175559133,5593,3502,0,3,0,6395,84968,13694,,42213.3292476852,1,0,0,0,0,0,0,1,0,0,1
9557,352156352300331000,0,â€œ@_LadyBoners: Liam Hemsworth is the reason for Global Warming http://t.co/yXGH6odMTuâ€ðŸ˜ðŸ˜,en,US,41457.8375,0.140593347600726,8756,5488,0,3,0,9557,102005,7137,,42261.9344328704,-2,0,0,1,0,1,0,0,0,0,0
3019,-621976718,0,"What s your opinion, is global warming real?",en,US,41226.0215277778,0.0351429159506659,2217,1397,0,3,0,3019,352,20385,,42172.2216203704,1,0,0,0,0,0,0,1,0,0,0
2083,393494068145438000,0,"How about we keep warm this Winter by burning the DailyMail &amp; MOS? It\'s bad for climate change, but it\'s the best use of the paper. #bbcqt",en,GB,41571.9076388889,0.0206196377713818,1281,180,0,3,0,2083,962,20202,,42165.8474189815,0,0,0,0,0,0,0,0,0,0,1
6935,351108343236001000,0,#sun7 wow good work Andrew scientist change there opinions on climate change every day so stfu.. Thanks bud..,en,AU,41454.9458333333,0.0987117688239176,6134,310,0,3,0,6935,84968,18404,,42216.1685069444,1,0,0,0,0,0,0,1,0,0,1
10978,239322368,0,"@Dax01 pretty much. If you don t know about climate change by now, you re just ignorant.",en,US,41325.8597222222,0.164560738253246,10177,6371,0,3,0,10978,102005,21838,,42266.2806018519,1,0,0,0,0,0,0,0,0,0,1
15685,-665651955,0,"Fuuucccckkkkkkk.... This weather is so random... I didnt see any clouds... Oh it s dark outside. I blame global warming, it s my excuse",en,US,41066.1708333333,0.242338026961282,14884,9334,0,3,0,15685,84968,60581,,42276.2661458333,1,0,0,0,0,1,1,1,0,0,0
10912,410141146770587000,0,Good to see @Cargill at San Mateo climate change event - sea level salt ponds all around SF Bay shoreline,en,US,41617.8451388889,0.163431883698723,10111,6328,0,3,0,10912,102005,38250,,42266.2691666667,1,0,0,0,0,1,0,0,0,0,1
4121,-1885192628,0,"Pretty sure Al Gore is somewhere lounging in a La-Z-Boy grinning about his global warming shpeel, holding is lockbox, saying I told you so",en,US,41246.7041666667,0.0534135245992985,3319,2073,0,3,0,4121,352,33186,,42179.1747222222,1,0,0,0,0,1,0,0,0,0,0
421,413293804381171000,0,@AjithVairaMuthu due to climate change pa.. take care. Get well soon bro :),en,IN,41626.5444444444,0.00700934793380115,421,10,1,3,0,421,54,69344,,42151.6511574074,0,0,0,0,0,0,0,0,0,0,1
16717,377799252879376000,0,Oh hey global warming ðŸ‘‹ GO AWAY,en,US,41528.5986111111,0.259477441558999,15916,9985,0,3,0,16717,84086,55292,,42277.4969560185,0,0,0,0,0,0,0,0,0,0,0
11052,356771469398769000,0,"@JAVAmusikindo present PITBULL Global Warming Tour at Skenoo Exhibtion Gandaria City, Sunday 1 Sept\' 13. Ticket: http://t.co/8JDib8WgmW",en,ID,41470.5729166667,0.16602508156821,10251,481,0,3,0,11052,84968,2290,,42266.2925115741,1,0,0,0,0,0,0,1,1,1,0
14038,392436269164138000,0,Best excuse to why are you naked?: global warming?,en,CA,41568.9888888889,0.215249484999567,13237,834,0,3,0,14038,102005,4267,,42273.9242592593,1,1,0,0,0,0,0,1,0,0,0
5097,419680171088969000,0,Lol what happened to global warming..? â„ï¸â›„ï¸ðŸ˜‚,en,US,41644.1680555556,0.0696163897975769,4295,2680,0,3,0,5097,96,7332,,42195.1516550926,0,0,0,0,0,0,0,0,0,0,1
975,-1233730394,1,What happened to global warming? It s cold as shit outside.,en,US,41327.8152777778,0.0157315544932077,975,614,1,3,0,975,352,11558,,42159.760474537,2,0,1,0,0,0,0,0,0,0,0
19459,357495671210786000,0,"Packing for DC. I plan on telling everyone I meet that I\'m with the anti-gravity lobby. Like global warming, gravity is just a myth.",en,US,41472.5715277778,0.304621070332902,18658,11744,0,3,0,19459,102005,27524,,42282.8871412037,1,0,0,0,0,0,0,0,0,0,1
5753,407439645622808000,0,IN : Climate Change Disproportionately Hurting Pakistan\'s Women ...Â - If Pakistan\'s coastal region of Sindh is... http://t.co/RmQjx0P8Sq,en,IN,41610.3902777778,0.08054656342304,4951,61,0,3,0,5753,84968,11675,,42201.2571180556,1,0,0,0,0,0,0,1,0,1,0
8012,365632871551078000,0,Turning point? @ClimateReality: Investor\'s legs turn to jello over #climate change http://t.co/yScpSrmipY @BloombergNews,en,US,41495.0256944444,0.115725591668507,7211,4533,0,3,0,8012,1929,408,,42246.8071180556,0,0,0,0,0,0,0,0,0,0,1
18417,419454665169063000,0,"Man! Check out all that global warming here in Georgia, especially on Monday and Tuesday! http://t.co/wjbq6rCXDt",en,US,41643.5451388889,0.287925627962779,17616,11082,0,3,0,18417,84968,56978,,42279.4419328704,-1,0,0,1,0,0,1,1,0,0,0
12009,382040168485892000,0,Intergovernmental Panel on Climate Change in Sweden this week to discuss 5th report. Scientists differ on models. http://t.co/jGtCcs6IY4,en,GB,41540.3013888889,0.18180949604339,11208,1574,0,3,0,12009,102005,10382,,42269.3190393519,0,0,0,0,0,0,0,0,0,0,1
5250,404427612501458000,0,http://t.co/hjrVCIHqoB RT @realDonaldTrump The people that gave you global warming are the same people that gave you ObamaCare!,en,US,41602.0784722222,0.0725058434870609,4448,2774,0,3,0,5250,84968,69438,,42197.1911458333,0,0,0,0,0,0,0,0,0,0,1
9577,-206273152,0,@Rhodesjaybrown @AlexBlackburne Why are you underwater? Is this a climate change thing,en,GB,41193.8756944444,0.14090939553021,8776,1230,0,3,0,9577,35679,71892,,42262.5988310185,1,0,0,0,0,0,0,0,0,0,1
92,407944157060009000,1,Aye who know a lot of shit bout global warming?,en,US,41611.7826388889,0.00181837364244797,92,59,1,3,0,92,913,36285,,42147.5024537037,1,0,0,0,0,1,1,1,0,0,0
9113,415127196131684000,0,You know global warming is happening when it\'s raining in upstate NY on the 23rd of December. #whatthewhat ??,en,US,41631.6041666667,0.133444448063766,8312,5227,0,3,0,9113,102005,21733,,42257.4212847222,0,0,0,0,0,0,0,0,0,0,1
8014,368865765492928000,0,What a great day at the #climate change rally in Knoxville. Thanks for showing @SpeakerBoehner that Tennesseans believe in climate change.,en,US,41503.9465277778,0.115734614537951,7213,4535,0,3,0,8014,1929,37365,,42246.8076736111,-1,0,0,1,0,0,0,0,0,0,1
3116,196359952,0,"Report: Climate change affects region s wildlife: PORTLAND, Maine (AP) â€” A new report says climate change is having... http://t.co/tSApcicI",en,US,41310.8972222222,0.0368368812766248,2314,1454,0,3,0,3116,352,11453,,42172.2663425926,2,0,0,0,0,1,0,0,0,0,0
14032,-651783568,0,"Ok I get it, global warming is real. I need snow now.",en,US,41247.8076388889,0.215180096998026,13231,8310,0,3,0,14032,102005,33300,,42273.9229398148,0,0,0,0,0,1,0,0,0,0,1
908,410956219629981000,0,Yesterday Antarctica recorded lowest temp ever in history at 135 degrees BELOW zero...that global warming sure is bad! #ha #whatajoke,en,US,41620.0944444444,0.014895198446696,908,576,1,3,0,908,962,17524,,42159.5437615741,-1,0,0,0,0,0,0,0,0,0,1
15043,386590318650720000,0,Alright global warming I see you,en,US,41552.8569444444,0.231553916918183,14242,8943,0,3,0,15043,102005,32068,,42275.3632291667,1,0,0,0,0,0,0,0,0,0,1
7347,350264778972856000,0,oh yeah change in climate means my skin is going to start breaking out bad..... awesome.,en,US,41452.6180555556,0.105450192782855,6546,4093,0,3,0,7347,96,61087,,42225.0712384259,0,0,0,0,0,0,0,0,0,0,1
10072,1862348457,0,@UKP4 @DEPKOP RT @UNDESA Brazil: Improving socio-economic conditions is key to reducing vulnerabilities of local . . . http://t.co/ePs9ErJy,en,ID,41112.6854166667,0.149133013478892,9271,436,0,3,0,10072,92226,20552,,42263.3999074074,1,0,0,0,0,0,1,0,0,0,1
17602,615222781,0,@TiffanyGoudreau I donâ€™t think you know what global warming isâ€¦.,en,US,41352.8125,0.274636162469121,16801,10549,0,3,0,17602,102005,19420,,42278.9316203704,0,0,0,0,0,0,0,0,0,0,1
7134,386957926713548000,0,"The end of the world is nigh, says Bob Geldof as he predicts climate change could wipe.....MailOnline http://t.co/GDps5UAlc8",en,GB,41553.8715277778,0.102119943962039,6333,861,0,3,0,7134,96,44409,,42216.2624421296,0,0,0,0,0,0,0,0,0,1,0
11941,336730658518990000,0,Vile human beings politicians are â€œ@DRUDGE_REPORT: Dem Senator uses  tornado for rant over global warming... http://t.co/2gRnjrcc3eâ€,en,US,41415.2708333333,0.180664801060968,11140,6956,0,3,0,11941,102005,46142,,42269.305775463,1,0,0,0,0,0,0,0,0,0,1
16889,911409896,0,"If you read only one thing today, make it this: Climate change already affects USA (amazing new report) http://t.co/CVHYIXzt via @USATODAY",en,US,41285.9833333333,0.262471316707185,16088,10077,0,3,0,16889,102005,38360,,42277.9013773148,1,0,0,0,0,0,1,0,0,0,0
330,-1480961952,0,@DECCgovuk How can he justify such a crucial role to gas when govt. s own advisors have been so critical of it? http://t.co/1GXCVdOt,en,GB,41190.4215277778,0.0055994048877468,330,44,1,3,0,330,90059,16321,,42150.6205787037,1,0,0,0,0,1,0,0,0,0,1
19116,873730765,0,"Beautiful light fluffy snow in my driveway and if this is all we get in January, I can live with global warming.",en,US,40939.5666666667,0.299121731361702,18315,11517,0,3,0,19116,84968,36866,,42282.2198611111,-1,0,0,0,0,0,0,1,0,1,1
16920,-1430282803,1,What the fuck do ppl expect Obama to do about climate change? ..... #Retards,en,US,41295.1701388889,0.26293467138691,16119,10093,0,3,0,16920,102005,9995,,42277.9062962963,-1,0,0,0,0,0,0,0,0,0,1
17998,-863637958,0,Its pretty ironic that we always feel the effects of global warming in PH yet we probably contributed a lot to cause it http://t.co/sDQOWt0v,en,NL,41134.3701388889,0.281443955666252,17197,143,0,3,0,17998,84968,54630,,42279.2264699074,1,0,0,0,0,0,0,1,0,1,1
7005,1036860063,0,You don t seriously still believe in Global Warming I would hope ?,en,US,41354.7833333333,0.0999457316380576,6204,3882,0,3,0,7005,84968,18338,,42216.2437847222,2,0,0,0,0,0,0,1,0,0,1
6448,1971177446,0,People who deny climate change remind me of the people that claimed the world was flat or the earth was the center of the universe.,en,US,41032.23125,0.0909793684306377,5646,3535,0,3,0,6448,84968,32148,,42213.5009953704,1,0,0,0,0,0,1,0,0,0,1
15287,180844992,0,"@drgrist Here s @NRDC s @samirsuccar on wind, climate silly headlines I Do Wind Farms Really Cause Climate Change? http://t.co/LO2QxILx",en,US,41029.7381944444,0.236062753781151,14486,9084,0,3,0,15287,102005,48708,,42275.9389467593,1,1,0,0,0,0,0,0,0,0,0
856,334058967867199000,0,Lol i lose followers for presenting climate change arguments. Ignorance is enraging! So be it TEA PARTY GOONS!,en,US,41407.8979166667,0.014077815621142,856,540,1,3,0,856,1957,13208,,42158.5671180556,1,0,0,0,0,0,0,0,0,0,1
9439,352815496590135000,0,"freeâ€§dom- It would appear that many need to study the definition, or just change it to suit the climate.#iseedumbpeople",en,US,41459.65625,0.138455064220857,8638,5431,0,3,0,9439,102005,36837,,42260.9324421296,-1,0,0,0,0,1,0,0,0,0,1
6708,334490318886035000,0,@Lilliaaannn informing the world about global warming hahah miss you too!,en,US,41409.0888888889,0.0949652097271821,5907,3691,0,3,0,6708,84968,13955,,42215.4012037037,1,0,0,0,0,1,0,0,0,0,1
